Untitled,Untitled 1,Untitled 2
0,-0.267527,0.009363
-0.3,-0.243666,0.010009
-0.6,-0.224915,0.009869
-0.9,-0.209826,0.008886
-1.2,-0.196875,0.00802
-1.5,-0.186692,0.007366
-1.8,-0.176784,0.005773
-2.1,-0.168394,0.005474
-2.4,-0.161211,0.004163
-2.7,-0.155492,0.003165
-3,-0.149179,0.001159
-3.3,-0.14411,-0.001282
-3.6,-0.138138,-0.003571
-3.9,-0.131929,-0.008265
