Untitled,Untitled 1,Untitled 2
0,-0.001797,0.000095
-0.3,-0.001994,0.000171
-0.6,-0.001924,0.00015
-0.9,-0.001953,0.000107
-1.2,-0.00201,0.000227
-1.5,-0.002004,0.000235
-1.8,-0.001892,0.000191
-2.1,-0.001943,0.00016
-2.4,-0.002051,0.000125
-2.7,-0.001975,0.000152
-3,-0.001928,0.000169
-3.3,-0.0019,0.00009
-3.6,-0.001931,0.000128
-3.9,-0.002,0.0001
