Untitled,Untitled 1,Untitled 2
0,-0.003867,0.000348
-0.3,-0.003908,0.000203
-0.6,-0.003835,0.000404
-0.9,-0.003982,0.000327
-1.2,-0.003946,0.000055
-1.5,-0.003806,0.00036
-1.8,-0.003851,0.000209
-2.1,-0.003883,0.000221
-2.4,-0.003904,0.000233
-2.7,-0.003957,0.000365
-3,-0.004019,0.00033
-3.3,-0.003855,0.000359
-3.6,-0.00399,0.000214
-3.9,-0.003981,0.000376
