Untitled,Untitled 1,Untitled 2
0,-3.047202,0.084625
-0.3,-3.064029,0.089498
-0.6,-3.065081,0.086347
-0.9,-3.065177,0.086594
-1.2,-3.075359,0.084131
-1.5,-3.085518,0.087817
-1.8,-3.09382,0.085631
-2.1,-3.099664,0.085049
-2.4,-3.100065,0.084127
-2.7,-3.107128,0.081821
-3,-3.106773,0.08002
-3.3,-3.113827,0.083361
-3.6,-3.118361,0.081786
-3.9,-3.126659,0.084039
