Untitled,Untitled 1,Untitled 2
0,-5.166535,0.254833
-0.3,-5.189596,0.269087
-0.6,-5.192932,0.266996
-0.9,-5.199899,0.26986
-1.2,-5.206442,0.25888
-1.5,-5.210932,0.262062
-1.8,-5.2181,0.264587
-2.1,-5.223896,0.270701
-2.4,-5.22993,0.281553
-2.7,-5.232153,0.266192
-3,-5.235667,0.259502
-3.3,-5.236645,0.263578
-3.6,-5.23645,0.280333
-3.9,-5.1799,0.257123
