Untitled,Untitled 1,Untitled 2
0,-6.271338,-0.862534
-0.3,-4.301897,0.309346
-0.6,-3.492761,0.252062
-0.9,-3.017532,0.214627
-1.2,-2.694643,0.192364
-1.5,-2.456687,0.17783
-1.8,-2.272477,0.166135
-2.1,-2.123005,0.155614
-2.4,-2.000297,0.146965
-2.7,-1.895652,0.137579
-3,-1.806131,0.131655
-3.3,-1.727942,0.126245
-3.6,-1.659121,0.120899
-3.9,-1.597984,0.116387
