Untitled,Untitled 1,Untitled 2
0,-3.049483,-1.610337
-0.3,-2.100573,0.076462
-0.6,-1.71278,0.061866
-0.9,-1.447198,0.054044
-1.2,-1.327149,0.046801
-1.5,-1.211265,0.044178
-1.8,-1.121948,0.040384
-2.1,-1.049563,0.03917
-2.4,-0.989589,0.037338
-2.7,-0.938438,0.034242
-3,-0.894042,0.033368
-3.3,-0.856155,0.030188
-3.6,-0.822266,0.029364
-3.9,-0.791854,0.027827
