Untitled,Untitled 1,Untitled 2
0,-1.998734,-0.863942
-0.3,-1.391924,0.031943
-0.6,-1.137031,0.026464
-0.9,-0.985557,0.021972
-1.2,-0.882111,0.020739
-1.5,-0.805515,0.018815
-1.8,-0.746283,0.016804
-2.1,-0.698615,0.01537
-2.4,-0.657819,0.015359
-2.7,-0.624515,0.015402
-3,-0.595349,0.013795
-3.3,-0.569882,0.013831
-3.6,-0.546931,0.011957
-3.9,-0.527307,0.011659
