Untitled,Untitled 1,Untitled 2
0,-6.268961,0.392891
-0.3,-6.306167,0.40365
-0.6,-6.305273,0.397969
-0.9,-6.312965,0.397208
-1.2,-6.324216,0.403994
-1.5,-6.331167,0.39386
-1.8,-6.338352,0.392138
-2.1,-6.352681,0.396081
-2.4,-6.361427,0.386449
-2.7,-6.368685,0.421176
-3,-6.378892,0.398409
-3.3,-6.382945,0.395024
-3.6,-6.391591,0.395696
-3.9,-6.394569,0.399456
