Untitled,Untitled 1,Untitled 2
0,-2.008777,0.035374
-0.3,-2.040887,0.031245
-0.6,-2.041938,0.032007
-0.9,-2.046121,0.033677
-1.2,-2.046559,0.030407
-1.5,-2.048805,0.031176
-1.8,-2.053744,0.031845
-2.1,-2.055383,0.032252
-2.4,-2.059775,0.028816
-2.7,-2.06026,0.03085
-3,-2.06348,0.030267
-3.3,-2.064244,0.027308
-3.6,-2.067825,0.030546
-3.9,-2.069047,0.03036
