Untitled,Untitled 1,Untitled 2
0,0.000019,0.000154
-0.3,-0.000014,0.000093
-0.6,-0.000002,0.000096
-0.9,-0.000006,0.000098
-1.2,0.000004,0.000091
-1.5,0,0.000091
-1.8,0.000008,0.000084
-2.1,0,0.000085
-2.4,0.00001,0.000084
-2.7,0.000006,0.000094
-3,0.000008,0.000086
-3.3,0.000003,0.000097
-3.6,0.000012,0.000095
-3.9,-0.000001,0.000092
